"","X","Symbol","Name","Sector","Price","Price.Earnings","Dividend.Yield","Earnings.Share","X52.Week.Low","X52.Week.High","Market.Cap","EBITDA.x","Price.Sales","Price.Book","SEC.Filings","Debt","Rev_Growth","EBITDA.y","Leverage","Beta"
"282",284,"MCHP","Microchip Technology","Information Technology",79.9,21.8,1.75,0.66,99.17,69.76,19393095636,997492000,7.4475183,5.9,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCHP",9551.1,24.73,997492000,9.58,1.44348343997306
"283",285,"MCK","McKesson Corp.","Health Care",150.23,11.7,0.89,22.74,178.86,133.82,31534840262,7.23e+09,0.15318617,2.68,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCK",6568,4.44,7.23e+09,0.91,0.547789414197565
"284",286,"MCO","Moody's Corp","Financials",152.14,26.6,1.11,1.35,167.23,106.48,30189978000,1.24e+09,9.932974,73.84,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCO",4484,14.25,1.24e+09,3.62,1.22134207823186
"285",287,"MDLZ","Mondelez International","Consumer Staples",42.68,19.9,2,1.91,47.23,39.19,65827817742,4.36e+09,2.5708609,2.52,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDLZ",14852,1.68,4.36e+09,3.41,0.469370551110565
"286",288,"MDT","Medtronic plc","Health Care",78.38,17,2.26,2.89,89.72,75.44,1.10107e+11,9.2e+09,4.944542,2.14,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT",23673,2.49,9.2e+09,2.57,0.755260028981424
"287",289,"MET","MetLife Inc.","Financials",44.28,8.5,3.46,0.63,56.58,44.58,48679364276,0,1.0496864,0.85,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MET",17627,15.38,0,Inf,0.858677073220287
"288",290,"MGM","MGM Resorts International","Consumer Discretionary",33.5,29.7,1.27,1.92,38.41,25.15,19633674337,2680385000,2.2276719,3.09,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGM",14663.97,6.07,2680385000,5.47,1.46828279492287
"289",291,"MHK","Mohawk Industries","Consumer Discretionary",256.57,19.1,0,12.48,286.85,209.9,19897356456,1750393000,2.7977824,2.88,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHK",1528.55,6.44,1750393000,0.87,0.861764185987217
"290",292,"MKC","McCormick & Co.","Consumer Staples",101.36,23.9,2.03,3.73,109.67,90.25,13459353253,815700000,2.7788277,5.2,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKC",4269.8,18.17,815700000,5.23,0.498045322324528
"291",293,"MLM","Martin Marietta Materials","Materials",208.42,30.4,0.8,6.63,244.32,191.09,13756812736,975223000,4.416998,3.03,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MLM",2829.66,6.35,975223000,2.9,0.768907755013276
"292",294,"MMC","Marsh & McLennan","Financials",79.31,20.2,1.83,2.87,86.54,69.33,41819440000,3.24e+09,2.9848945,5.85,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC",5512,8.56,3.24e+09,1.7,0.672245463951115
"293",295,"MMM","3M Company","Industrials",222.89,24.3,2.33,7.92,259.77,175.49,1.38721e+11,9.05e+09,4.3902707,11.34,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM",13539,5.85,9.05e+09,1.5,1.04462384693957
"294",296,"MNST","Monster Beverage","Consumer Staples",61.99,42.2,0,1.19,70.215,41.02,36403831015,1229478000,14.152587,9.56,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNST",0,11.51,1229478000,0,0.796881134983472
"295",297,"MO","Altria Group Inc","Consumer Staples",64.05,18.9,3.95,5.31,77.79,60.01,1.26985e+11,1.08e+10,4.945682,10.32,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MO",11896,0.22,1.08e+10,1.1,0.589368623648478
"296",298,"MOS","The Mosaic Company","Materials",24.13,23.7,0.4,0.85,34.36,19.23,9726962131,1165100000,1.8161958,0.94,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS",4523.1,27.57,1165100000,3.88,1.20410190328313
"297",299,"MPC","Marathon Petroleum","Energy",62.79,16.1,2.83,6.85,73.53,47.39,31633740000,5.98e+09,0.42713487,2.43,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC",18423,20.68,5.98e+09,3.08,1.21933022328854
"298",300,"MRK","Merck & Co.","Health Care",54.73,13.8,3.44,1.4,66.8,53.63,1.52242e+11,8.72e+09,5.0893345,4.02,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRK",19936,4.84,8.72e+09,2.29,0.696998429357626
"299",301,"MRO","Marathon Oil Corp.","Energy",15.68,-32,1.22,-2.65,19.52,10.55,13875005314,2.27e+09,4.6578755,NA,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRO",5498,33.07,2.27e+09,2.43,1.67060821968758
"300",302,"MS","Morgan Stanley","Financials",51.79,14.2,1.83,3.09,58.05,40.06,97535400000,0,2.2258842,1.33,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MS",163423,15.01,0,Inf,1.13650565895608
"301",303,"MSFT","Microsoft Corp.","Information Technology",85.01,25.8,1.87,2.97,96.07,63.22,6.89978e+11,4.11e+10,7.1130967,9.49,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT",79856,15.85,4.11e+10,1.94,1.40700513033911
"302",304,"MSI","Motorola Solutions Inc.","Information Technology",98.74,19,2.03,-1.08,107.78,77.23,16626039679,1.63e+09,2.6092634,6.81,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSI",5095,11.73,1.63e+09,3.13,1.00190674178183
"303",305,"MTB","M&T Bank Corp.","Financials",178.35,18.9,1.62,8.69,193.85,141.12,27840827434,0,4.6277885,1.79,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB",8444.91,7.24,0,Inf,0.752302594938041
"304",306,"MTD","Mettler Toledo","Health Care",601,35.6,0,14.24,697.26,459.34,16420774443,666706000,8.372307,31.69,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTD",988.89,9,666706000,1.48,1.1081026091232
"305",307,"MU","Micron Technology","Information Technology",40,9,0,4.36,49.89,22.64,48576791974,1.25e+10,2.1912806,2.02,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MU",3734,36.04,1.25e+10,0.3,1.89863191078571
"306",308,"MYL","Mylan N.V.","Health Care",39.25,8.4,0,0.93,47.82,29.39,21698849265,3113300000,2.5358944,1.63,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MYL",13291.4,-2.87,3113300000,4.27,1.10869643693077
"307",309,"NBL","Noble Energy Inc","Energy",25.43,106,1.48,-2.32,39.6,22.985,13177325251,-5.18e+08,4.6976447,1.44,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NBL",6571,16.81,-5.18e+08,-12.69,1.64388758497394
"308",310,"NCLH","Norwegian Cruise Line","Consumer Discretionary",56.01,15.4,0,2.78,61.48,46.96,13191507318,1529401000,3.2066104,2.35,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NCLH",5875.25,12.36,1529401000,3.84,1.24255312675026
"309",311,"NDAQ","Nasdaq, Inc.","Financials",75.21,17.8,1.97,4.32,83.29,65.98,12844304115,1.21e+09,3.2591083,2.25,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDAQ",3072,6.74,1.21e+09,2.53,0.823024703983132
"310",312,"NEE","NextEra Energy","Utilities",145.29,21.7,2.65,11.39,159.64,124.18,69661177770,9.02e+09,4.091698,2.75,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEE",27048,-3.09,9.02e+09,3,0.329896692343602
"311",313,"NEM","Newmont Mining Corporation","Materials",36.61,26.3,0.81,-1.18,42.04,31.42,19749449484,1.51e+09,3.7076392,1.81,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEM",4170,-1.29,1.51e+09,2.76,0.0914052695067709
"312",314,"NFLX","Netflix Inc.","Information Technology",250.1,200.1,0,1.25,286.81,138.26,1.14805e+11,809028000,9.861594,30.8,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX",10360.06,35.08,809028000,12.81,1.8059951168084
"313",315,"NFX","Newfield Exploration Co","Energy",26.38,13.1,0,-6.5,43.74,24.41,5695123080,8.96e+08,4.703259,4.51,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFX",2436,48.18,8.96e+08,2.72,1.58186530312431
"314",316,"NI","NiSource Inc.","Utilities",22.51,19.6,3.38,1.02,27.76,21.93,7776566371,1448600000,2.2361343,1.82,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NI",7094.5,4.53,1448600000,4.9,0.295695437527331
"315",317,"NKE","Nike","Consumer Discretionary",62.49,24.9,1.22,2.51,68.83,50.35,1.06776e+11,5.16e+09,3.0549932,8.91,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE",3466,9.68,5.16e+09,0.67,1.06358202192699
"316",318,"NLSN","Nielsen Holdings","Industrials",33.9,18.7,3.62,1.39,45.73,34.22,13377670080,1.84e+09,2.7288198,3.02,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NLSN",8304,2.33,1.84e+09,4.52,1.11685929341935
"317",319,"NOC","Northrop Grumman Corp.","Industrials",324.01,24.4,1.3,11.47,349.18,231.98,58782413951,3.88e+09,2.209576,7.96,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOC",13889,10.54,3.88e+09,3.58,0.911768469749424
"318",320,"NOV","National Oilwell Varco Inc.","Energy",32.64,-77.7,0.59,-6.4,41.895,29.9,12940096785,3.53e+08,2.5209634,0.91,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOV",2706,14.19,3.53e+08,7.67,1.18677303665592
"319",321,"NRG","NRG Energy","Utilities",24,17.8,1.42,-2.23,29.78,14.52,8030036023,1.77e+09,0.9933021,6.73,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NRG",6658,9.14,1.77e+09,3.75,0.777296545241279
"320",322,"NSC","Norfolk Southern Corp.","Industrials",136.89,20.7,2.02,18.73,157.1499,109.27,40543547441,4.74e+09,3.8525908,3.09,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NSC",10915,8.28,4.74e+09,2.3,1.19289090328857
"321",323,"NTAP","NetApp","Information Technology",55.85,26.1,1.39,1.81,64.0599,37.43,15375210915,1.08e+09,3.6687026,5.46,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTAP",1144,9.5,1.08e+09,1.06,1.24908602455101
"322",324,"NTRS","Northern Trust Corp.","Financials",96.2,20,1.67,4.92,108.91,83.17,22908130223,0,4.031728,2.44,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTRS",3370.3,18.16,0,Inf,0.967836151453054
"323",325,"NUE","Nucor Corp.","Materials",60.38,17,2.42,4.1,70.48,51.67,20003317128,2648729000,0.99837583,2.34,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NUE",4232.76,24.83,2648729000,1.6,0.984250059130688
"324",326,"NVDA","Nvidia Corporation","Information Technology",217.52,82.1,0.26,2.57,249.27,95.17,1.38653e+11,3.1e+09,20.094294,20.39,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA",1987,38.39,3.1e+09,0.64,1.7594807231523
"325",327,"NWL","Newell Brands","Consumer Discretionary",27.91,9.7,3.12,1.17,55.08,23.85,14438346000,2021400000,1.2810479,1.01,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWL",9296.8,-10.41,2021400000,4.6,1.22742263090842
"326",328,"NWSA","News Corp. Class A","Consumer Discretionary",15.65,43.5,1.25,-1.28,17.29,12,9356906461,6.79e+08,1.5518167,0.85,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWSA",1186,15.28,6.79e+08,1.75,0.95713728349397
"327",329,"O","Realty Income Corporation","Real Estate",47.56,15.5,5.37,1.12,63.6,48.89,13784942453,1075568000,15.588069,1.92,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=O",6785.22,8.63,1075568000,6.31,0.437563126121507
"328",330,"OKE","ONEOK","Energy",54.4,34,5.44,1.66,61.36,47.14,21988472489,1851783000,2.6159565,4.03,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OKE",8325.71,20.05,1851783000,4.5,1.06274977355345
"329",331,"OMC","Omnicom Group","Consumer Discretionary",75.91,15.3,3.18,4.79,86.71,65.32,17377551986,2.37e+09,1.5327156,6.66,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OMC",4357.8,0.27,2.37e+09,1.84,0.63948895304807
"330",332,"ORCL","Oracle Corp.","Information Technology",46.84,18.8,1.56,2.2,53.14,40.01,2.02302e+11,1.65e+10,5.2561646,3.56,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL",51561,2.54,1.65e+10,3.12,0.957547767806089
"331",333,"ORLY","O'Reilly Automotive","Consumer Discretionary",252.22,21.9,0,10.73,279.23,169.43,21433781860,1965187000,3.1934319,34.12,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORLY",3174.33,5.92,1965187000,1.62,0.52357331300222
"332",334,"OXY","Occidental Petroleum","Energy",68.47,195.6,4.41,-0.75,78.09,57.2,53467692395,5.21e+09,6.044895,NA,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OXY",10198,40.24,5.21e+09,1.96,1.05036756074751
"333",335,"PAYX","Paychex Inc.","Information Technology",61.86,27.5,3.09,2.26,73.1,54.2,23253666810,1414900000,7.248487,11.77,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYX",0,8.43,1414900000,0,0.864609800015781
"334",336,"PBCT","People's United Financial","Financials",18.56,18,3.59,0.97,20.14,15.965,6527616000,0,3.9272704,1.17,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PBCT",3311.3,16.32,0,Inf,0.795719691281156
"335",337,"PCAR","PACCAR Inc.","Industrials",66.98,15.7,1.46,4.75,79.69,61.93,24152102921,3619200000,1.28693,3.07,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR",9586.9,25.44,3619200000,2.65,0.856594934402897
"336",338,"PEG","Public Serv. Enterprise Inc.","Utilities",46.73,16.1,3.61,1.75,53.28,41.67,24138050331,3.61e+09,3.4491453,1.88,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEG",12909,1.95,3.61e+09,3.57,0.394776287531561
"337",339,"PEP","PepsiCo Inc.","Consumer Staples",110.15,21.5,2.84,4.36,122.51,104.77,1.61413e+11,1.28e+10,3.6705062,NA,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEP",30643,1.81,1.28e+10,2.39,0.507364115207063
"338",340,"PFE","Pfizer Inc.","Health Care",33.63,12.7,3.89,3.51,39.43,31.67,2.08506e+11,2.06e+10,4.0020885,3.4,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE",33652,1.72,2.06e+10,1.64,0.665009426276525
"339",341,"PFG","Principal Financial Group","Financials",60.38,12,3.19,4.5,75.585,58.9401,18457199721,0,1.7167546,1.53,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFG",3245.5,-4.63,0,Inf,0.893171116361387
"340",342,"PG","Procter & Gamble","Consumer Staples",80.22,20.5,3.37,5.6,94.67,80.1,2.06319e+11,1.72e+10,3.1595004,3.85,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PG",20779,2.57,1.72e+10,1.2,0.507683317976223
"341",343,"PGR","Progressive Corp.","Financials",51.07,20.8,2.11,2.73,58.25,36.84,31062780000,0,1.1458876,3.25,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PGR",3859.9,20.2,0,Inf,0.957425922518624
"342",344,"PH","Parker-Hannifin","Industrials",174.51,21.6,1.44,7.24,212.8,145.38,24421668509,2092089000,1.8652664,4.39,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PH",4313.22,13.96,2092089000,2.06,1.14246145910168
"343",345,"PHM","Pulte Homes Inc.","Consumer Discretionary",28.67,12.9,1.2,1.44,35.21,21.06,8792572352,992811000,1.0341544,1.99,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PHM",3005.42,20.62,992811000,3.03,0.755262375275585
"344",346,"PKG","Packaging Corporation of America","Materials",111.95,18.6,2.15,7.07,131.1316,88.47,11051273948,1214900000,1.741522,5.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKG",2500.8,11.47,1214900000,2.06,1.06335518544531
"345",347,"PKI","PerkinElmer","Health Care",72.06,24.7,0.37,2.64,84.49,52.63,8351767268,445658000,3.7116463,3.25,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKI",1882.5,22.05,445658000,4.22,1.39003407384025
"346",348,"PLD","Prologis","Real Estate",58.33,20.8,2.93,3.06,67.53,48.69,31953288000,2969194000,14.380373,2.11,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLD",11232.13,0.96,2969194000,3.78,0.777106611853494
"347",349,"PM","Philip Morris International","Consumer Staples",100.39,22.4,4.33,4.48,123.55,96.66,1.53581e+11,1.18e+10,2.7574685,1318.7,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM",28179,10.92,1.18e+10,2.39,0.643509008845617
"348",350,"PNC","PNC Financial Services","Financials",149.38,17.6,1.94,10.4,160.07,115.25,7.33e+10,0,4.04653,1.53,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNC",30913,10.86,0,Inf,0.775162234946366
"349",351,"PNR","Pentair Ltd.","Industrials",66.67,18.9,2.04,3.63,74.84,57.63,12466660892,863700000,2.5191512,2.48,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNR",798.8,5.21,863700000,0.92,0.934923503778942
"350",352,"PNW","Pinnacle West Capital","Utilities",74.34,16.1,3.7,3.95,92.48,73.81,8397609889,1614399000,2.9931207,1.65,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNW",4487.36,4.22,1614399000,2.78,0.291312855621745
"351",353,"PPG","PPG Industries","Materials",110.3,18.7,1.58,6.31,122.0697,99.57,29043337549,2.59e+09,1.9551051,4.83,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPG",4365,4.24,2.59e+09,1.69,0.715814117757978
"352",354,"PPL","PPL Corp.","Utilities",29.52,12.8,5.22,2.79,40.2,29.205,20839814845,3.94e+09,3.7497053,1.95,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPL",19924,5.7,3.94e+09,5.06,0.272720572332866
"353",355,"PRGO","Perrigo","Health Care",84.44,NA,0.73,-28.01,95.93,63.68,12326379902,0,3.3850067,2.03,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRGO",3071,-3.5,0,Inf,1.66919517810727
"354",356,"PRU","Prudential Financial","Financials",103.38,10,2.7,9.73,127.14,97.88,47136080000,0,1.083727,0.93,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRU",18351,7.61,0,Inf,0.977880766231119
"355",357,"PSA","Public Storage","Real Estate",180.49,18.2,4.32,6.81,232.21,180.9254,32258539942,1924803000,16.16417,6.56,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSA",1417.94,4.82,1924803000,0.74,0.138006222339358
"356",358,"PSX","Phillips 66","Energy",92.44,21.1,2.93,9.93,107.47,75.135,47996220000,5.31e+09,0.47499472,2.12,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX",11021,30.7,5.31e+09,2.08,1.06686383481029
"357",359,"PVH","PVH Corp.","Consumer Discretionary",142.68,21,0.1,6.77,157.96,84.53,11478625926,1057500000,1.7617522,2.14,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PVH",2878.3,13.47,1057500000,2.72,1.22721213103829
"358",360,"PWR","Quanta Services Inc.","Industrials",33.51,17.5,0,1.28,40.105,30.23,5330131216,649404000,0.77893436,1.43,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PWR",952.89,15.92,649404000,1.47,1.19350772685696
"359",361,"PXD","Pioneer Natural Resources","Energy",169.16,118.3,0.18,-3.39,199.83,125.46,29983119693,1.72e+09,6.7890477,2.76,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PXD",2286,88.21,1.72e+09,1.33,1.15162228108539
"360",362,"PYPL","PayPal","Information Technology",72.32,49.5,0,1.47,86.32,39.92,9.07e+10,2.93e+09,6.935696,5.81,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYPL",0,21.08,2.93e+09,0,1.55179550372247
"361",363,"QCOM","QUALCOMM Inc.","Information Technology",62.42,16.5,3.51,1.65,69.28,48.92,96282828902,4.19e+09,4.263658,3.82,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM",15365,-4.73,4.19e+09,3.67,0.754153153474774
"362",364,"QRVO","Qorvo","Information Technology",76.85,19.7,0,-0.13,85.24,62.68,9877885146,806875000,3.389142,1.98,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QRVO",735.1,5.34,806875000,0.91,1.54788365338963
"363",365,"RCL","Royal Caribbean Cruises Ltd","Consumer Discretionary",122.45,16.3,1.87,7.53,135.65,93.4,27418147452,2876309000,3.1026611,2.56,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCL",7646.99,5.56,2876309000,2.66,1.31513296137688
"364",366,"RE","Everest Re Group Ltd.","Financials",241.06,27.2,2.11,23.71,277.17,208.81,10131892523,0,2.0991988,1.16,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RE",633.56,16.54,0,Inf,0.511632786287738
"365",367,"REG","Regency Centers Corporation","Real Estate",55.58,15.3,3.69,1.43,72.05,56.66,9858367494,487636000,13.762162,1.51,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REG",3717.21,23.48,487636000,7.62,0.540102789354411
"366",368,"REGN","Regeneron","Health Care",322.62,27.9,0,7.74,543.5518,319.5,35950369241,2043160000,8.48541,5.89,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REGN",707.2,15.39,2043160000,0.35,1.20762567958268
"367",369,"RF","Regions Financial Corp.","Financials",17.9,17.9,1.9,1,19.9,13,21500640000,0,3.474771,1.32,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF",12424,7.06,0,Inf,0.985416671932187
"368",370,"RHI","Robert Half International","Industrials",52.26,20.2,1.71,2.32,60.59,42.92,7047165475,565196000,1.3330402,5.98,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHI",0.51,9.24,565196000,0,1.31302312089926
"369",371,"RHT","Red Hat Inc.","Information Technology",124.65,79.9,0,1.68,135.77,78.48,22799923883,541809000,8.202077,15.69,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHT",324.15,17.23,541809000,0.6,0.138036000842132
"370",372,"RJF","Raymond James Financial Inc.","Financials",86.06,16.9,1.1,4.12,99.1,71.35,13216271700,0,1.9734555,2.34,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RJF",2443.47,14.57,0,Inf,1.06991939049578
"371",373,"RL","Polo Ralph Lauren Corp.","Consumer Discretionary",101.32,17.7,1.86,-1.19,119.33,66.06,8753430477,506100000,1.3948758,2.44,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RL",906.9,-0.61,506100000,1.79,1.11387306155512
"372",374,"RMD","ResMed","Health Care",89.26,31.5,1.51,2.41,104.78,67.04,13233622689,636942000,6.1640687,6.61,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RMD",517.64,13.17,636942000,0.81,0.854505075851694
"373",375,"ROK","Rockwell Automation Inc.","Industrials",178.73,26.5,1.77,6.35,210.72,147.67,24123216432,1323200000,3.760594,10.94,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROK",1225.2,5.62,1323200000,0.93,1.04930389089604
"374",376,"ROP","Roper Technologies","Industrials",259.4,27.6,0.62,9.38,290.415,191.22,27247789759,1555209000,5.9715905,4.23,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROP",4414.3,14.8,1555209000,2.84,1.12781226795547
"375",377,"ROST","Ross Stores","Consumer Discretionary",75.06,26.5,0.82,2.83,85.66,52.85,29803566306,2247009000,2.9734495,10.28,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST",312.33,10.07,2247009000,0.14,1.15544919851422
"376",378,"RSG","Republic Services Inc","Industrials",62.72,26.1,2.14,1.77,69.4,57.53,21590903863,2.73e+09,2.8841186,2.83,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSG",7556.7,2.13,2.73e+09,2.76,0.515731649657543
"377",379,"RTN","Raytheon Co.","Industrials",198.74,25.8,1.56,6.95,213.45,147.86,59066255840,3.87e+09,2.2938328,5.28,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RTN",4753,6.59,3.87e+09,1.23,0.883453950842863
"378",380,"SBAC","SBA Communications","Real Estate",159.85,199.8,0,0.62,177.67,103.51,19572031314,1074240000,15.189207,91.04,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBAC",9710.14,7.28,1074240000,9.04,0.456179503989934
"379",381,"SBUX","Starbucks Corp.","Consumer Discretionary",53.77,26,2.2,1.97,64.87,52.58,76548976000,7361500000,3.4392443,13.36,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBUX",9090.2,10.42,7361500000,1.23,0.769759872712896
"380",382,"SCHW","Charles Schwab Corporation","Financials",48.9,29.8,0.77,1.61,56.25,37.16,69750188843,0,7.949615,4.51,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCHW",6900,22.65,0,Inf,1.1080907673745
"381",383,"SEE","Sealed Air","Materials",42.62,21.3,1.44,2.46,50.62,41.22,8001938397,969700000,2.4700067,10.55,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SEE",3242.5,8.42,969700000,3.34,0.488232403757233
"382",384,"SHW","Sherwin-Williams","Materials",387.65,26.8,0.84,18.61,435.15,302.0101,37730994828,2160668000,2.5276077,13.42,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHW",8710.83,26.57,2160668000,4.03,0.834747870620594
"383",385,"SJM","JM Smucker","Consumer Staples",118.37,15.4,2.6,5.1,143.68,99.565,13612394896,1411300000,2.496677,1.88,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM",5885.1,3.78,1411300000,4.17,0.19018423897666
"384",386,"SLB","Schlumberger Ltd.","Energy",67.4,44.9,2.87,-1.08,82.71,61.02,96529311126,3.22e+09,3.2297828,2.64,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLB",14644,7.8,3.22e+09,4.55,0.859287030666778
